,id,purpose,go_with,weather,time,viettel_no_0,viettel_no_1,viettel_no_2,score,direction
993,19899,travel,alone,sunny,morning,1,1,0,0,0
994,1205,travel,alone,sunny,night,1,0,0,0,0
995,17424,work,alone,sunny,morning,1,0,0,0,0
996,7293,travel,alone,sunny,evening,1,0,0,0,0
997,19543,travel,alone,snowy,afternoon,1,0,0,23,0
998,3994,travel,alone,sunny,afternoon,1,0,0,0,0
999,2733,travel,alone,sunny,night,1,1,0,25,0
1000,9219,travel,alone,rainy,afternoon,1,1,1,0,0
1001,13445,travel,alone,snowy,evening,1,1,1,0,0
1002,17516,travel,family,sunny,night,1,1,0,0,0
1003,12993,travel,alone,rainy,afternoon,1,1,1,12,0
1004,8213,travel,alone,sunny,morning,1,1,0,0,0
1005,18364,travel,alone,snowy,evening,1,1,1,0,0
1006,12495,travel,alone,sunny,morning,1,1,0,0,0
1007,13165,travel,alone,snowy,night,1,1,1,0,0
1008,10305,work,alone,rainy,morning,1,1,0,0,1
1009,8032,work,alone,sunny,morning,1,0,0,8,1
1010,4623,travel,alone,rainy,morning,1,1,0,0,0
1011,1938,travel,family,sunny,night,1,1,0,0,0
1012,15836,travel,family,sunny,afternoon,1,1,0,0,0
1013,6755,travel,friends,sunny,evening,1,1,0,10,0
1014,1431,travel,alone,rainy,morning,1,1,0,0,0
1015,4142,work,alone,sunny,morning,1,1,0,0,1
1016,14535,travel,alone,snowy,night,1,1,1,38,0
1017,4542,work,alone,sunny,morning,1,1,0,22,1
1018,11822,travel,alone,sunny,morning,1,1,0,0,0
1019,14509,travel,alone,snowy,afternoon,1,0,0,38,0
1020,5949,travel,alone,snowy,evening,1,1,1,0,0
1021,4645,travel,family,sunny,afternoon,1,1,0,0,1
1022,18255,travel,family,sunny,evening,1,1,0,1,0
1023,18990,travel,alone,snowy,morning,1,0,0,0,0
1024,17367,work,alone,sunny,morning,1,0,0,0,1
1025,12283,work,alone,rainy,morning,1,1,1,0,0
1026,16064,travel,friends,sunny,night,1,1,0,40,0
1027,8482,travel,friends,sunny,morning,1,0,0,35,0
1028,19562,travel,friends,snowy,afternoon,1,0,0,44,0
1029,19565,travel,alone,sunny,afternoon,1,1,0,0,1
1030,2767,travel,alone,sunny,night,1,0,0,41,0
1031,14941,work,alone,rainy,morning,1,0,0,0,1
1032,15016,work,alone,rainy,morning,1,0,0,45,0
1033,2149,work,alone,snowy,morning,1,1,0,0,0
1034,3029,work,alone,snowy,morning,1,1,1,0,0
1035,17203,travel,alone,rainy,morning,1,1,0,0,0
1036,4442,travel,alone,rainy,night,1,0,0,0,1
1037,11458,travel,family,snowy,afternoon,1,0,0,0,0
1038,2345,travel,friends,sunny,night,1,1,0,0,0
1039,14367,travel,family,sunny,night,1,1,1,5,0
1040,16548,work,alone,sunny,morning,1,0,0,7,1
1041,14190,travel,family,snowy,evening,1,0,0,24,0
1042,17285,travel,family,sunny,night,1,1,0,23,1
1043,18581,travel,family,sunny,night,1,1,0,29,0
1044,16221,work,alone,sunny,morning,1,0,0,27,1
1045,16783,travel,friends,sunny,evening,1,0,0,0,0
1046,3632,travel,alone,sunny,afternoon,1,1,0,3,1
1047,7414,travel,alone,rainy,night,1,0,0,1,1
1048,11443,travel,alone,snowy,night,1,1,0,0,0
1049,19488,travel,alone,rainy,morning,1,1,0,0,0
1050,18027,travel,alone,sunny,evening,1,0,0,0,1
1051,16954,work,alone,snowy,morning,1,1,1,0,0
1052,15625,work,alone,sunny,morning,1,0,0,0,1
1053,9201,travel,family,snowy,evening,1,0,0,0,0
1054,5892,travel,alone,rainy,morning,1,1,0,0,0
1055,15054,travel,family,sunny,evening,1,1,0,58,0
1056,14338,travel,family,sunny,night,1,1,0,57,1
1057,5659,travel,family,sunny,night,1,1,1,0,0
1058,5811,travel,alone,snowy,evening,1,1,0,0,0
1059,16176,travel,alone,sunny,morning,1,0,0,0,0
1060,8037,travel,alone,sunny,afternoon,1,0,0,0,0
1061,7112,travel,alone,rainy,night,1,0,0,0,1
1062,13000,travel,alone,snowy,evening,1,1,0,20,0
1063,5700,travel,friends,sunny,morning,1,0,0,0,0
1064,7875,travel,alone,sunny,afternoon,1,0,0,0,0
1065,16429,travel,family,sunny,evening,1,0,0,0,0
1066,14843,travel,family,snowy,afternoon,1,0,0,21,0
1067,8150,travel,friends,sunny,morning,1,0,0,0,0
1068,19468,travel,friends,sunny,night,1,1,0,0,0
1069,9428,travel,alone,sunny,morning,1,0,0,0,0
1070,8281,work,alone,snowy,morning,1,1,1,0,0
1071,8891,travel,friends,sunny,evening,1,1,0,0,0
1072,2271,travel,alone,sunny,afternoon,1,0,0,0,0
1073,14664,travel,alone,snowy,night,1,1,0,0,0
1074,16351,travel,alone,sunny,evening,1,0,0,0,1
1075,8608,travel,family,rainy,evening,1,0,0,19,1
1076,8012,work,alone,sunny,morning,1,0,0,0,1
1077,8081,travel,alone,rainy,morning,1,1,0,0,0
1078,8112,work,alone,sunny,morning,1,0,0,0,1
1079,6719,travel,friends,sunny,evening,1,1,0,23,0
1080,1141,travel,alone,rainy,morning,1,0,0,0,0
1081,11320,travel,alone,sunny,morning,1,0,0,0,0
1082,5577,travel,alone,snowy,morning,1,1,0,0,0
1083,7719,travel,alone,rainy,night,1,0,0,0,1
1084,2394,travel,alone,snowy,evening,1,1,0,35,0
1085,2071,work,alone,rainy,morning,1,0,0,0,1
1086,14894,work,alone,rainy,morning,1,0,0,0,0
1087,6502,work,alone,snowy,morning,1,1,1,0,0
1088,7602,work,alone,sunny,morning,1,0,0,0,1
1089,6295,travel,alone,snowy,evening,1,1,1,0,0
1090,15376,work,alone,snowy,morning,1,1,0,0,0
1091,19968,work,alone,snowy,morning,1,1,1,0,0
1092,18772,travel,friends,sunny,night,1,1,0,3,0
1093,16736,travel,friends,sunny,evening,1,1,0,0,0
1094,4572,travel,family,sunny,morning,1,0,0,0,0
1095,2838,travel,family,snowy,morning,1,0,0,0,0
1096,15245,travel,alone,sunny,evening,1,0,0,0,0
1097,15117,travel,family,sunny,night,1,1,0,0,1
1098,15596,travel,family,rainy,evening,1,0,0,0,1
1099,10157,work,alone,rainy,morning,1,0,0,0,0
1100,17202,work,alone,snowy,morning,1,0,0,0,1
1101,8140,travel,friends,sunny,evening,1,1,0,0,0
1102,6721,travel,alone,rainy,morning,1,1,0,0,0
1103,13862,travel,alone,snowy,evening,1,1,0,15,0
1104,1497,travel,alone,snowy,night,1,1,1,0,0
1105,9787,travel,friends,sunny,evening,1,0,0,0,0
1106,18074,travel,friends,sunny,morning,1,0,0,0,0
1107,19084,travel,friends,snowy,afternoon,1,0,0,20,0
1108,18221,travel,alone,rainy,evening,1,0,0,27,1
1109,16530,travel,alone,rainy,morning,1,1,0,0,0
1110,1906,travel,family,sunny,evening,1,1,0,7,0
1111,17979,work,alone,rainy,morning,1,0,0,0,1
